country;iso_code;date;total_vaccinations;people_vaccinated;people_fully_vaccinated;daily_vaccinations_raw;daily_vaccinations;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;daily_vaccinations_per_million;vaccines;source_name;source_website
Liechtenstein;LIE;12/02/2021;;;;;29.0;;;;760.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein;LIE;13/02/2021;;;;;31.0;;;;813.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Liechtenstein;LIE;14/02/2021;1165.0;;;;32.0;3.05;;;839.0;Moderna, Pfizer/BioNTech;Federal Office of Public Health;https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL
Lithuania;LTU;27/12/2020;2418.0;2418.0;;;;0.09;0.09;;;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;28/12/2020;5203.0;5203.0;;2785.0;2785.0;0.19;0.19;;1023.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;29/12/2020;8189.0;8189.0;;2986.0;2886.0;0.3;0.3;;1060.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;30/12/2020;9722.0;9722.0;;1533.0;2435.0;0.36;0.36;;894.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;31/12/2020;9747.0;9747.0;;25.0;1832.0;0.36;0.36;;673.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;01/01/2021;;;;;1491.0;;;;548.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;02/01/2021;;;;;1263.0;;;;464.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;03/01/2021;;;;;1100.0;;;;404.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;04/01/2021;;;;;720.0;;;;264.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;05/01/2021;10369.0;10369.0;;;311.0;0.38;0.38;;114.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;06/01/2021;13866.0;13866.0;;3497.0;592.0;0.51;0.51;;217.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;07/01/2021;18020.0;18020.0;;4154.0;1182.0;0.66;0.66;;434.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;08/01/2021;23190.0;23190.0;;5170.0;1903.0;0.85;0.85;;699.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;09/01/2021;23494.0;23494.0;;304.0;1928.0;0.86;0.86;;708.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;10/01/2021;23497.0;23497.0;;3.0;1911.0;0.86;0.86;;702.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;11/01/2021;25704.0;25704.0;;2207.0;2208.0;0.94;0.94;;811.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;12/01/2021;27789.0;27789.0;;2085.0;2489.0;1.02;1.02;;914.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;13/01/2021;33935.0;33935.0;;6146.0;2867.0;1.25;1.25;;1053.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;14/01/2021;42560.0;42560.0;;8625.0;3506.0;1.56;1.56;;1288.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;15/01/2021;49825.0;49825.0;;7265.0;3805.0;1.83;1.83;;1398.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;16/01/2021;50921.0;50921.0;;1096.0;3918.0;1.87;1.87;;1439.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;17/01/2021;52052.0;50963.0;1089.0;1131.0;4079.0;1.91;1.87;0.04;1498.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;18/01/2021;56551.0;53789.0;2762.0;4499.0;4407.0;2.08;1.98;0.1;1619.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;19/01/2021;62836.0;56165.0;6671.0;6285.0;5007.0;2.31;2.06;0.25;1839.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;20/01/2021;66305.0;57802.0;8503.0;3469.0;4624.0;2.44;2.12;0.31;1699.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;21/01/2021;67854.0;58714.0;9140.0;1549.0;3613.0;2.49;2.16;0.34;1327.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;22/01/2021;68247.0;59037.0;9210.0;393.0;2632.0;2.51;2.17;0.34;967.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;23/01/2021;68255.0;59045.0;9210.0;8.0;2476.0;2.51;2.17;0.34;910.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;24/01/2021;;;;;2322.0;;;;853.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;25/01/2021;68357.0;59147.0;9210.0;;1687.0;2.51;2.17;0.34;620.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;26/01/2021;71457.0;61617.0;9840.0;3100.0;1232.0;2.62;2.26;0.36;453.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;27/01/2021;78348.0;65454.0;12894.0;6891.0;1720.0;2.88;2.4;0.47;632.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;28/01/2021;85412.0;68833.0;16579.0;7064.0;2508.0;3.14;2.53;0.61;921.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;29/01/2021;93448.0;71807.0;21641.0;8036.0;3600.0;3.43;2.64;0.79;1322.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;30/01/2021;94076.0;72002.0;22074.0;628.0;3689.0;3.46;2.64;0.81;1355.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;31/01/2021;94084.0;72010.0;22074.0;8.0;3683.0;3.46;2.65;0.81;1353.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;01/02/2021;96961.0;73061.0;23900.0;2877.0;4086.0;3.56;2.68;0.88;1501.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;02/02/2021;100809.0;74704.0;26105.0;3848.0;4193.0;3.7;2.74;0.96;1540.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;03/02/2021;107477.0;76332.0;31145.0;6668.0;4161.0;3.95;2.8;1.14;1528.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;04/02/2021;117244.0;77859.0;39385.0;9767.0;4547.0;4.31;2.86;1.45;1670.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;05/02/2021;124459.0;78817.0;45642.0;7215.0;4430.0;4.57;2.9;1.68;1627.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;06/02/2021;125184.0;78886.0;46298.0;725.0;4444.0;4.6;2.9;1.7;1632.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;07/02/2021;125281.0;78889.0;46392.0;97.0;4457.0;4.6;2.9;1.7;1637.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;08/02/2021;127932.0;79120.0;48812.0;2651.0;4424.0;4.7;2.91;1.79;1625.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;09/02/2021;130771.0;80197.0;50574.0;2839.0;4280.0;4.8;2.95;1.86;1572.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;10/02/2021;136845.0;84649.0;52196.0;6074.0;4195.0;5.03;3.11;1.92;1541.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;11/02/2021;145747.0;92248.0;53499.0;8902.0;4072.0;5.35;3.39;1.97;1496.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;12/02/2021;152910.0;98437.0;54473.0;7163.0;4064.0;5.62;3.62;2.0;1493.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;13/02/2021;153354.0;98881.0;54473.0;444.0;4024.0;5.63;3.63;2.0;1478.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;14/02/2021;;;;;4332.0;;;;1591.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;15/02/2021;157851.0;102688.0;55163.0;;4274.0;5.8;3.77;2.03;1570.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;16/02/2021;158346.0;103008.0;55338.0;495.0;3939.0;5.82;3.78;2.03;1447.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania;LTU;17/02/2021;165882.0;106894.0;58988.0;7536.0;4148.0;6.09;3.93;2.17;1524.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Ministry of Health;https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Luxembourg;LUX;30/12/2020;1200.0;1200.0;;;;0.19;0.19;;;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;31/12/2020;;;;;62.0;;;;99.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;01/01/2021;;;;;62.0;;;;99.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;02/01/2021;;;;;62.0;;;;99.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;03/01/2021;;;;;62.0;;;;99.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;04/01/2021;;;;;62.0;;;;99.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;05/01/2021;;;;;62.0;;;;99.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;06/01/2021;;;;;62.0;;;;99.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;07/01/2021;;;;;62.0;;;;99.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;08/01/2021;;;;;62.0;;;;99.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;09/01/2021;;;;;62.0;;;;99.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;10/01/2021;;;;;62.0;;;;99.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;11/01/2021;1943.0;1943.0;;;62.0;0.31;0.31;;99.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;12/01/2021;2372.0;2372.0;;429.0;114.0;0.38;0.38;;182.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;13/01/2021;2871.0;2871.0;;499.0;177.0;0.46;0.46;;283.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;14/01/2021;3233.0;3233.0;;362.0;220.0;0.52;0.52;;351.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;15/01/2021;;;;;236.0;;;;377.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;16/01/2021;;;;;252.0;;;;403.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;17/01/2021;3755.0;3755.0;;;268.0;0.6;0.6;;428.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;18/01/2021;4569.0;4569.0;;814.0;375.0;0.73;0.73;;599.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;19/01/2021;5294.0;5294.0;;725.0;417.0;0.85;0.85;;666.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;20/01/2021;6193.0;6193.0;;899.0;475.0;0.99;0.99;;759.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;21/01/2021;6897.0;6897.0;;704.0;523.0;1.1;1.1;;835.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;22/01/2021;;;;;558.0;;;;891.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;23/01/2021;;;;;592.0;;;;946.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;24/01/2021;;;;;626.0;;;;1000.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;25/01/2021;8554.0;7309.0;1245.0;;569.0;1.37;1.17;0.2;909.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;26/01/2021;9525.0;8280.0;1245.0;971.0;604.0;1.52;1.32;0.2;965.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;27/01/2021;10449.0;9107.0;1342.0;924.0;608.0;1.67;1.45;0.21;971.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;28/01/2021;11373.0;9890.0;1483.0;924.0;639.0;1.82;1.58;0.24;1021.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;29/01/2021;;;;;630.0;;;;1006.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;30/01/2021;;;;;622.0;;;;994.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;31/01/2021;12428.0;10748.0;1680.0;;613.0;1.99;1.72;0.27;979.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;01/02/2021;13241.0;11336.0;1905.0;813.0;670.0;2.12;1.81;0.3;1070.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;02/02/2021;14252.0;11925.0;2327.0;1011.0;675.0;2.28;1.91;0.37;1078.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;03/02/2021;15407.0;12597.0;2810.0;1155.0;708.0;2.46;2.01;0.45;1131.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;04/02/2021;16419.0;13256.0;3163.0;1012.0;721.0;2.62;2.12;0.51;1152.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;05/02/2021;;;;;728.0;;;;1163.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;06/02/2021;;;;;736.0;;;;1176.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;07/02/2021;17628.0;13940.0;3688.0;;743.0;2.82;2.23;0.59;1187.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;08/02/2021;18139.0;14089.0;4050.0;511.0;700.0;2.9;2.25;0.65;1118.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;09/02/2021;18653.0;14227.0;4426.0;514.0;629.0;2.98;2.27;0.71;1005.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
Luxembourg;LUX;10/02/2021;19923.0;15052.0;4871.0;1270.0;645.0;3.18;2.4;0.78;1030.0;Moderna, Oxford/AstraZeneca, Pfizer/BioNTech;Government of Luxembourg;https://data.public.lu/fr/datasets/r/fd1dc755-cecc-4c8a-b2db-6f0b22173bde
